case_id,area,disease,total_gold,evaluable,gold_drugs,retrieval_hit_at_1,retrieval_gold_hit_count_at_1,retrieval_precision_at_1,retrieval_average_precision_at_1,retrieval_gold_recall_at_1,retrieval_matched_gold_at_1,retrieval_hit_at_5,retrieval_gold_hit_count_at_5,retrieval_precision_at_5,retrieval_average_precision_at_5,retrieval_gold_recall_at_5,retrieval_matched_gold_at_5,Hit@10,retrieval_gold_hit_count_at_10,retrieval_precision_at_10,retrieval_average_precision_at_10,retrieval_gold_recall_at_10,retrieval_matched_gold_at_10,retrieval_hit_at_20,retrieval_gold_hit_count_at_20,retrieval_precision_at_20,retrieval_average_precision_at_20,retrieval_gold_recall_at_20,retrieval_matched_gold_at_20,Hit@50,retrieval_gold_hit_count_at_50,retrieval_precision_at_50,retrieval_average_precision_at_50,retrieval_gold_recall_at_50,retrieval_matched_gold_at_50,Hit@100,gold_hit@100,retrieval_precision_at_100,retrieval_average_precision_at_100,MeanR@100,retrieval_matched_gold_at_100,Hit@200,gold_hit@200,retrieval_precision_at_200,retrieval_average_precision_at_200,retrieval_gold_recall_at_200,retrieval_matched_gold_at_200,MRR,retrieval_gold_ranks,run,method,case_set_id
juvenile_idiopathic_arthritis,autoimmune_derm_inflammatory,juvenile idiopathic arthritis,25,TRUE,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Canakinumab"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sodium aurothiomalate"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",FALSE,0,0,0,0,[],TRUE,1,0.2,0.008,0.04,"[""Sulfasalazine""]",TRUE,4,0.4,0.048761905,0.16,"[""Celecoxib"", ""Etodolac"", ""Meloxicam"", ""Sulfasalazine""]",TRUE,7,0.35,0.088726817,0.28,"[""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Etodolac"", ""Meloxicam"", ""Rofecoxib"", ""Sulfasalazine""]",TRUE,17,0.34,0.2400342141042911,0.68,"[""Abatacept"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sulfasalazine"", ""Tocilizumab"", ""Triamcinolone""]",TRUE,22,0.22,0.3034447637210968,0.88,"[""Abatacept"", ""Adalimumab"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",TRUE,24,0.12,0.3219654393180682,0.96,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sodium aurothiomalate"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",0.2,"{""Abatacept"": 48, ""Adalimumab"": 73, ""Aurothioglucose"": 101, ""Betamethasone"": 20, ""Canakinumab"": null, ""Celecoxib"": 9, ""Cortisone acetate"": 19, ""Dexibuprofen"": 46, ""Etanercept"": 41, ""Etodolac"": 7, ""Ibuprofen"": 45, ""Lithium carbonate"": 66, ""Meloxicam"": 10, ""Methotrexate"": 29, ""Methylprednisolone"": 22, ""Naproxen"": 60, ""Oxaprozin"": 58, ""Prednisolone"": 21, ""Prednisone"": 24, ""Rofecoxib"": 15, ""Sodium aurothiomalate"": 102, ""Sulfasalazine"": 5, ""Tocilizumab"": 42, ""Tolmetin"": 59, ""Triamcinolone"": 23}",ablation_no_B,GraphDRx without B vector branch,4036eaaa82a9
juvenile_idiopathic_arthritis,autoimmune_derm_inflammatory,juvenile idiopathic arthritis,25,TRUE,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Canakinumab"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sodium aurothiomalate"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",FALSE,0,0,0,0,[],FALSE,0,0,0,0,[],FALSE,0,0,0,0,[],FALSE,0,0,0,0,[],FALSE,0,0,0,0,[],TRUE,1,0.01,0.000655738,0.04,"[""Canakinumab""]",TRUE,1,0.005,0.000655738,0.04,"[""Canakinumab""]",0.016393443,"{""Abatacept"": null, ""Adalimumab"": null, ""Aurothioglucose"": null, ""Betamethasone"": null, ""Canakinumab"": 61, ""Celecoxib"": null, ""Cortisone acetate"": null, ""Dexibuprofen"": null, ""Etanercept"": null, ""Etodolac"": null, ""Ibuprofen"": null, ""Lithium carbonate"": null, ""Meloxicam"": null, ""Methotrexate"": null, ""Methylprednisolone"": null, ""Naproxen"": null, ""Oxaprozin"": null, ""Prednisolone"": null, ""Prednisone"": null, ""Rofecoxib"": null, ""Sodium aurothiomalate"": null, ""Sulfasalazine"": null, ""Tocilizumab"": null, ""Tolmetin"": null, ""Triamcinolone"": null}",ablation_no_C,GraphDRx without C semantic-prior branch,4036eaaa82a9
juvenile_idiopathic_arthritis,autoimmune_derm_inflammatory,juvenile idiopathic arthritis,25,TRUE,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Canakinumab"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sodium aurothiomalate"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",FALSE,0,0,0,0,[],TRUE,1,0.2,0.008,0.04,"[""Sulfasalazine""]",TRUE,4,0.4,0.048761905,0.16,"[""Celecoxib"", ""Etodolac"", ""Meloxicam"", ""Sulfasalazine""]",TRUE,7,0.35,0.088726817,0.28,"[""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Etodolac"", ""Meloxicam"", ""Rofecoxib"", ""Sulfasalazine""]",TRUE,17,0.34,0.2365668275061967,0.68,"[""Abatacept"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sulfasalazine"", ""Tocilizumab"", ""Triamcinolone""]",TRUE,23,0.23,0.3085337053495532,0.92,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",TRUE,25,0.125,0.324574604,1,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Canakinumab"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sodium aurothiomalate"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",0.2,"{""Abatacept"": 50, ""Adalimumab"": 73, ""Aurothioglucose"": 100, ""Betamethasone"": 20, ""Canakinumab"": 153, ""Celecoxib"": 9, ""Cortisone acetate"": 19, ""Dexibuprofen"": 48, ""Etanercept"": 44, ""Etodolac"": 7, ""Ibuprofen"": 47, ""Lithium carbonate"": 66, ""Meloxicam"": 10, ""Methotrexate"": 29, ""Methylprednisolone"": 22, ""Naproxen"": 61, ""Oxaprozin"": 59, ""Prednisolone"": 21, ""Prednisone"": 24, ""Rofecoxib"": 15, ""Sodium aurothiomalate"": 101, ""Sulfasalazine"": 5, ""Tocilizumab"": 45, ""Tolmetin"": 60, ""Triamcinolone"": 23}",ablation_no_D,GraphDRx without D direct branch,4036eaaa82a9
juvenile_idiopathic_arthritis,autoimmune_derm_inflammatory,juvenile idiopathic arthritis,25,TRUE,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Canakinumab"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sodium aurothiomalate"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",TRUE,1,1,0.04,0.04,"[""Betamethasone""]",TRUE,1,0.2,0.04,0.04,"[""Betamethasone""]",TRUE,4,0.4,0.079333333,0.16,"[""Betamethasone"", ""Etodolac"", ""Meloxicam"", ""Sulfasalazine""]",TRUE,6,0.3,0.1073495276653171,0.24,"[""Betamethasone"", ""Celecoxib"", ""Etodolac"", ""Meloxicam"", ""Rofecoxib"", ""Sulfasalazine""]",TRUE,14,0.28,0.2212797185909379,0.56,"[""Abatacept"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Etanercept"", ""Etodolac"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sulfasalazine"", ""Triamcinolone""]",TRUE,22,0.22,0.31466128,0.88,"[""Abatacept"", ""Adalimumab"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",TRUE,24,0.12,0.332650291,0.96,"[""Abatacept"", ""Adalimumab"", ""Aurothioglucose"", ""Betamethasone"", ""Celecoxib"", ""Cortisone acetate"", ""Dexibuprofen"", ""Etanercept"", ""Etodolac"", ""Ibuprofen"", ""Lithium carbonate"", ""Meloxicam"", ""Methotrexate"", ""Methylprednisolone"", ""Naproxen"", ""Oxaprozin"", ""Prednisolone"", ""Prednisone"", ""Rofecoxib"", ""Sodium aurothiomalate"", ""Sulfasalazine"", ""Tocilizumab"", ""Tolmetin"", ""Triamcinolone""]",1,"{""Abatacept"": 41, ""Adalimumab"": 77, ""Aurothioglucose"": 104, ""Betamethasone"": 1, ""Canakinumab"": 207, ""Celecoxib"": 13, ""Cortisone acetate"": 22, ""Dexibuprofen"": 55, ""Etanercept"": 50, ""Etodolac"": 9, ""Ibuprofen"": 54, ""Lithium carbonate"": 72, ""Meloxicam"": 10, ""Methotrexate"": 31, ""Methylprednisolone"": 24, ""Naproxen"": 67, ""Oxaprozin"": 65, ""Prednisolone"": 23, ""Prednisone"": 26, ""Rofecoxib"": 19, ""Sodium aurothiomalate"": 105, ""Sulfasalazine"": 8, ""Tocilizumab"": 52, ""Tolmetin"": 66, ""Triamcinolone"": 25}",proposer_on_gptoss_matched,GraphDRx GPT-OSS proposer ON matched,4036eaaa82a9
psoriatic_arthritis,autoimmune_derm_inflammatory,psoriatic arthritis,17,TRUE,"[""Adalimumab"", ""Apremilast"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Leflunomide"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",FALSE,0,0,0,0,[],TRUE,2,0.4,0.068627451,0.1176470588235294,"[""Betamethasone"", ""Triamcinolone""]",TRUE,4,0.4,0.1117647058823529,0.2352941176470588,"[""Betamethasone"", ""Hydrocortisone"", ""Prednisone"", ""Triamcinolone""]",TRUE,8,0.4,0.2332020920256214,0.4705882352941176,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,9,0.18,0.2502798908871014,0.5294117647058824,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.15,0.3260462754633567,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.075,0.3260462754633567,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",0.5,"{""Adalimumab"": 51, ""Apremilast"": null, ""Betamethasone"": 2, ""Certolizumab pegol"": 56, ""Cortisone acetate"": 11, ""Dexamethasone"": 78, ""Etanercept"": 57, ""Golimumab"": 55, ""Hydrocortisone"": 10, ""Hydrocortisone acetate"": 14, ""Infliximab"": 54, ""Leflunomide"": null, ""Methylprednisolone"": 12, ""Prednisolone"": 13, ""Prednisone"": 9, ""Triamcinolone"": 3, ""Ustekinumab"": 31}",main,GraphDRx,4036eaaa82a9
psoriatic_arthritis,autoimmune_derm_inflammatory,psoriatic arthritis,17,TRUE,"[""Adalimumab"", ""Apremilast"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Leflunomide"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,1,1,0.058823529,0.058823529,"[""Betamethasone""]",TRUE,4,0.8,0.2088235294117646,0.2352941176470588,"[""Betamethasone"", ""Hydrocortisone"", ""Prednisone"", ""Triamcinolone""]",TRUE,8,0.8,0.4120214752567693,0.4705882352941176,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,8,0.4,0.4120214752567693,0.4705882352941176,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,14,0.28,0.5079992048398986,0.8235294117647058,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.15,0.5206042468567053,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.075,0.5206042468567053,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",1,"{""Adalimumab"": 44, ""Apremilast"": null, ""Betamethasone"": 1, ""Certolizumab pegol"": 49, ""Cortisone acetate"": 6, ""Dexamethasone"": 70, ""Etanercept"": 50, ""Golimumab"": 48, ""Hydrocortisone"": 5, ""Hydrocortisone acetate"": 9, ""Infliximab"": 47, ""Leflunomide"": null, ""Methylprednisolone"": 7, ""Prednisolone"": 8, ""Prednisone"": 4, ""Triamcinolone"": 2, ""Ustekinumab"": 24}",ablation_no_T,GraphDRx without T anchor branch,4036eaaa82a9
psoriatic_arthritis,autoimmune_derm_inflammatory,psoriatic arthritis,17,TRUE,"[""Adalimumab"", ""Apremilast"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Leflunomide"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",FALSE,0,0,0,0,[],TRUE,4,0.8,0.1598039215686274,0.2352941176470588,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Prednisone""]",TRUE,8,0.8,0.3630018674136321,0.4705882352941176,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,8,0.4,0.3630018674136321,0.4705882352941176,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,14,0.28,0.4599386762806488,0.8235294117647058,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.15,0.4723661824944019,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.075,0.4723661824944019,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",0.5,"{""Adalimumab"": 44, ""Apremilast"": null, ""Betamethasone"": 4, ""Certolizumab pegol"": 49, ""Cortisone acetate"": 5, ""Dexamethasone"": 71, ""Etanercept"": 50, ""Golimumab"": 48, ""Hydrocortisone"": 3, ""Hydrocortisone acetate"": 9, ""Infliximab"": 47, ""Leflunomide"": null, ""Methylprednisolone"": 6, ""Prednisolone"": 7, ""Prednisone"": 2, ""Triamcinolone"": 8, ""Ustekinumab"": 23}",ablation_no_B,GraphDRx without B vector branch,4036eaaa82a9
psoriatic_arthritis,autoimmune_derm_inflammatory,psoriatic arthritis,17,TRUE,"[""Adalimumab"", ""Apremilast"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Leflunomide"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",FALSE,0,0,0,0,[],FALSE,0,0,0,0,[],FALSE,0,0,0,0,[],TRUE,1,0.05,0.004524887,0.058823529,"[""Dexamethasone""]",TRUE,3,0.06,0.014464035,0.1764705882352941,"[""Betamethasone"", ""Dexamethasone"", ""Triamcinolone""]",TRUE,3,0.03,0.014464035,0.1764705882352941,"[""Betamethasone"", ""Dexamethasone"", ""Triamcinolone""]",TRUE,3,0.015,0.014464035,0.1764705882352941,"[""Betamethasone"", ""Dexamethasone"", ""Triamcinolone""]",0.076923077,"{""Adalimumab"": null, ""Apremilast"": null, ""Betamethasone"": 29, ""Certolizumab pegol"": null, ""Cortisone acetate"": null, ""Dexamethasone"": 13, ""Etanercept"": null, ""Golimumab"": null, ""Hydrocortisone"": null, ""Hydrocortisone acetate"": null, ""Infliximab"": null, ""Leflunomide"": null, ""Methylprednisolone"": null, ""Prednisolone"": null, ""Prednisone"": null, ""Triamcinolone"": 30, ""Ustekinumab"": null}",ablation_no_C,GraphDRx without C semantic-prior branch,4036eaaa82a9
psoriatic_arthritis,autoimmune_derm_inflammatory,psoriatic arthritis,17,TRUE,"[""Adalimumab"", ""Apremilast"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Leflunomide"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",FALSE,0,0,0,0,[],TRUE,2,0.4,0.068627451,0.1176470588235294,"[""Betamethasone"", ""Triamcinolone""]",TRUE,4,0.4,0.1117647058823529,0.2352941176470588,"[""Betamethasone"", ""Hydrocortisone"", ""Prednisone"", ""Triamcinolone""]",TRUE,9,0.45,0.2684962096726802,0.5294117647058824,"[""Betamethasone"", ""Cortisone acetate"", ""Dexamethasone"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,10,0.2,0.2868785626138567,0.5882352941176471,"[""Betamethasone"", ""Cortisone acetate"", ""Dexamethasone"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.15,0.3554725544730348,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.075,0.3554725544730348,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",0.5,"{""Adalimumab"": 52, ""Apremilast"": null, ""Betamethasone"": 2, ""Certolizumab pegol"": 57, ""Cortisone acetate"": 11, ""Dexamethasone"": 14, ""Etanercept"": 58, ""Golimumab"": 56, ""Hydrocortisone"": 10, ""Hydrocortisone acetate"": 15, ""Infliximab"": 55, ""Leflunomide"": null, ""Methylprednisolone"": 12, ""Prednisolone"": 13, ""Prednisone"": 9, ""Triamcinolone"": 3, ""Ustekinumab"": 32}",ablation_no_D,GraphDRx without D direct branch,4036eaaa82a9
psoriatic_arthritis,autoimmune_derm_inflammatory,psoriatic arthritis,17,TRUE,"[""Adalimumab"", ""Apremilast"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Leflunomide"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,1,1,0.058823529,0.058823529,"[""Betamethasone""]",TRUE,5,1,0.2941176470588235,0.2941176470588235,"[""Betamethasone"", ""Hydrocortisone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,5,0.5,0.2941176470588235,0.2941176470588235,"[""Betamethasone"", ""Hydrocortisone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone""]",TRUE,9,0.45,0.3990705931495406,0.5294117647058824,"[""Betamethasone"", ""Cortisone acetate"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,13,0.26,0.4604371936784661,0.7647058823529411,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Etanercept"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.15,0.4809527029298951,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",TRUE,15,0.075,0.4809527029298951,0.8823529411764706,"[""Adalimumab"", ""Betamethasone"", ""Certolizumab pegol"", ""Cortisone acetate"", ""Dexamethasone"", ""Etanercept"", ""Golimumab"", ""Hydrocortisone"", ""Hydrocortisone acetate"", ""Infliximab"", ""Methylprednisolone"", ""Prednisolone"", ""Prednisone"", ""Triamcinolone"", ""Ustekinumab""]",1,"{""Adalimumab"": 42, ""Apremilast"": null, ""Betamethasone"": 1, ""Certolizumab pegol"": 44, ""Cortisone acetate"": 16, ""Dexamethasone"": 94, ""Etanercept"": 47, ""Golimumab"": 74, ""Hydrocortisone"": 3, ""Hydrocortisone acetate"": 19, ""Infliximab"": 43, ""Leflunomide"": null, ""Methylprednisolone"": 18, ""Prednisolone"": 5, ""Prednisone"": 4, ""Triamcinolone"": 2, ""Ustekinumab"": 14}",proposer_on_gptoss_matched,GraphDRx GPT-OSS proposer ON matched,4036eaaa82a9
